transaction_id,user_id,mechanic_id,service_type,time_of_request,time_taken,cost,user_feedback
txn_2847,user_745,mech_465,Engine Repair,2024-09-18 17:06:54,38,911.18,3.7
txn_2848,user_251,mech_365,General Service,2024-09-22 17:06:54,153,2456.76,3.9
txn_2849,user_2384,mech_164,Engine Repair,2025-02-16 17:06:54,87,2381.29,3.5
txn_2850,user_792,mech_308,Brake Repair,2025-01-24 17:06:54,60,2939.2,3.1
txn_2851,user_2704,mech_269,Tire Replacement,2024-05-10 17:06:54,101,2869.2,3.6
txn_2852,user_2642,mech_316,Brake Repair,2025-03-07 17:06:54,32,4751.78,4.2
txn_2853,user_2689,mech_42,Suspension Fix,2024-10-12 17:06:54,37,1899.39,4.6
txn_2854,user_193,mech_22,General Service,2024-07-05 17:06:54,153,2156.84,3.1
txn_2855,user_409,mech_41,Transmission Repair,2024-09-24 17:06:54,64,1707.7,3.7
txn_2856,user_1695,mech_250,Brake Repair,2024-09-18 17:06:54,39,3059.18,4.9
txn_2857,user_1025,mech_273,AC Service,2025-03-03 17:06:54,134,1354.21,3.5
txn_2858,user_2454,mech_253,Wheel Alignment,2024-06-05 17:06:54,166,1753.14,3.4
txn_2859,user_628,mech_59,Brake Repair,2024-06-27 17:06:54,100,4361.05,4.6
txn_2860,user_2493,mech_483,Brake Repair,2024-06-06 17:06:54,173,3176.48,4.3
txn_2861,user_1203,mech_224,AC Service,2025-03-12 17:06:54,51,903.47,3.7
txn_2862,user_113,mech_456,Engine Repair,2024-12-24 17:06:54,68,1930.72,4.1
txn_2863,user_1018,mech_13,Transmission Repair,2024-04-25 17:06:54,37,1852.25,4.3
txn_2864,user_2969,mech_115,Oil Change,2025-02-10 17:06:54,48,3330.85,3.1
txn_2865,user_380,mech_148,Brake Repair,2025-03-04 17:06:54,134,688.25,4.7
txn_2866,user_2957,mech_217,Suspension Fix,2024-06-20 17:06:54,80,4798.06,4.0
txn_2867,user_2912,mech_173,Engine Repair,2025-02-24 17:06:54,58,3644.32,4.8
txn_2868,user_1400,mech_130,Engine Repair,2024-12-25 17:06:54,112,864.51,4.7
txn_2869,user_2101,mech_402,Transmission Repair,2024-03-24 17:06:54,130,4530.1,4.2
txn_2870,user_1630,mech_302,AC Service,2024-05-23 17:06:54,169,3017.42,3.9
txn_2871,user_141,mech_159,Oil Change,2025-01-20 17:06:54,171,2315.8,3.4
txn_2872,user_1941,mech_113,Tire Replacement,2024-04-22 17:06:54,149,4482.46,4.7
txn_2873,user_2016,mech_107,Transmission Repair,2024-05-25 17:06:54,79,4682.38,3.8
txn_2874,user_2791,mech_277,Wheel Alignment,2024-04-20 17:06:54,95,612.75,3.6
txn_2875,user_1339,mech_477,Brake Repair,2024-05-15 17:06:54,135,3584.73,4.3
txn_2876,user_1875,mech_400,Suspension Fix,2024-12-13 17:06:54,94,2504.94,4.5
txn_2877,user_580,mech_32,Transmission Repair,2025-01-23 17:06:54,122,3242.45,3.6
txn_2878,user_2472,mech_222,Wheel Alignment,2024-11-12 17:06:54,91,4806.4,4.0
txn_2879,user_2498,mech_402,AC Service,2025-03-12 17:06:54,96,3778.62,4.4
txn_2880,user_1516,mech_37,Engine Repair,2024-10-26 17:06:54,70,4637.96,4.5
txn_2881,user_1022,mech_113,Transmission Repair,2025-01-14 17:06:54,176,534.68,4.3
txn_2882,user_1451,mech_298,Battery Change,2024-03-28 17:06:54,74,4507.33,3.5
txn_2883,user_937,mech_394,Brake Repair,2024-12-05 17:06:54,49,2249.38,3.1
txn_2884,user_444,mech_397,Wheel Alignment,2024-06-16 17:06:54,34,1734.1,3.2
txn_2885,user_2051,mech_215,Transmission Repair,2025-03-13 17:06:54,75,4484.97,4.4
txn_2886,user_1787,mech_223,AC Service,2025-01-12 17:06:54,43,4977.85,3.8
txn_2887,user_2112,mech_216,Battery Change,2024-09-01 17:06:54,63,4142.73,4.0
txn_2888,user_1302,mech_69,Wheel Alignment,2024-07-11 17:06:54,155,1418.31,3.3
txn_2889,user_2816,mech_492,Battery Change,2024-04-16 17:06:54,126,3317.05,3.0
txn_2890,user_1825,mech_260,Transmission Repair,2024-06-02 17:06:54,75,3447.02,4.3
txn_2891,user_1897,mech_431,Tire Replacement,2024-04-13 17:06:54,96,1126.08,3.7
txn_2892,user_2151,mech_115,Tire Replacement,2024-05-12 17:06:54,106,3710.19,3.1
txn_2893,user_1324,mech_99,AC Service,2025-01-11 17:06:54,124,4739.06,4.6
txn_2894,user_537,mech_441,Suspension Fix,2024-12-26 17:06:54,77,2229.23,3.2
txn_2895,user_2494,mech_270,Transmission Repair,2024-06-02 17:06:54,134,2817.08,3.1
txn_2896,user_641,mech_278,Transmission Repair,2024-10-29 17:06:54,144,4792.22,4.6
txn_2897,user_1024,mech_71,Wheel Alignment,2024-06-08 17:06:54,64,1189.66,3.9
txn_2898,user_1862,mech_32,General Service,2025-03-21 17:06:54,43,664.12,3.7
txn_2899,user_400,mech_130,Engine Repair,2024-04-07 17:06:54,48,3191.82,5.0
txn_2900,user_901,mech_66,Tire Replacement,2025-03-01 17:06:54,62,2970.49,4.7
txn_2901,user_782,mech_136,Engine Repair,2024-10-27 17:06:54,155,4237.39,3.6
txn_2902,user_1040,mech_81,AC Service,2024-10-02 17:06:54,163,4598.11,3.5
txn_2903,user_2596,mech_309,Oil Change,2024-07-13 17:06:54,134,4561.85,4.9
txn_2904,user_1005,mech_487,General Service,2025-03-11 17:06:54,82,640.59,4.5
txn_2905,user_588,mech_306,Transmission Repair,2024-12-27 17:06:54,109,2187.78,3.5
txn_2906,user_1710,mech_369,Wheel Alignment,2024-04-12 17:06:54,156,1696.04,4.1
txn_2907,user_2767,mech_487,Tire Replacement,2025-03-13 17:06:54,102,626.8,3.9
txn_2908,user_1700,mech_158,Battery Change,2024-06-03 17:06:54,56,1393.93,3.9
txn_2909,user_2755,mech_312,Engine Repair,2024-05-24 17:06:54,67,667.23,4.2
txn_2910,user_1240,mech_77,Tire Replacement,2025-01-13 17:06:54,176,1705.73,4.2
txn_2911,user_718,mech_216,Oil Change,2024-07-06 17:06:54,162,4922.18,4.2
txn_2912,user_2676,mech_211,Oil Change,2025-02-14 17:06:54,106,3778.46,3.5
txn_2913,user_2947,mech_103,Transmission Repair,2024-06-12 17:06:54,56,4003.96,4.9
txn_2914,user_2847,mech_217,Suspension Fix,2024-12-22 17:06:54,33,1269.74,3.2
txn_2915,user_1407,mech_317,Transmission Repair,2024-06-09 17:06:54,51,2467.34,3.9
txn_2916,user_2572,mech_324,Suspension Fix,2025-02-03 17:06:54,177,1690.78,4.7
txn_2917,user_2597,mech_372,Oil Change,2025-01-23 17:06:54,65,2798.44,3.2
txn_2918,user_1649,mech_460,Tire Replacement,2024-05-22 17:06:54,99,3262.62,3.9
txn_2919,user_1767,mech_450,Engine Repair,2025-02-14 17:06:54,138,1571.53,5.0
txn_2920,user_922,mech_121,Transmission Repair,2024-12-12 17:06:54,45,4505.72,4.6
txn_2921,user_272,mech_84,Transmission Repair,2024-05-19 17:06:54,102,2486.05,4.4
txn_2922,user_1036,mech_360,Oil Change,2025-01-08 17:06:54,108,3952.53,4.8
txn_2923,user_1184,mech_199,Tire Replacement,2025-02-03 17:06:54,92,2945.64,3.9
txn_2924,user_2933,mech_486,Suspension Fix,2024-04-08 17:06:54,36,3509.52,3.7
txn_2925,user_2568,mech_389,Engine Repair,2024-11-05 17:06:54,44,2194.66,4.9
txn_2926,user_699,mech_458,Wheel Alignment,2024-08-14 17:06:54,80,3035.33,3.8
txn_2927,user_1078,mech_423,Brake Repair,2024-07-15 17:06:54,45,1320.92,3.5
txn_2928,user_2395,mech_284,Suspension Fix,2024-09-09 17:06:54,166,2446.49,5.0
txn_2929,user_598,mech_216,Oil Change,2025-01-07 17:06:54,92,2845.43,4.0
txn_2930,user_274,mech_108,Transmission Repair,2024-07-05 17:06:54,117,1269.94,4.4
txn_2931,user_1267,mech_497,AC Service,2024-05-23 17:06:54,127,4394.29,4.6
txn_2932,user_1523,mech_455,Oil Change,2025-02-16 17:06:54,43,1195.46,4.1
txn_2933,user_1964,mech_64,Brake Repair,2024-04-29 17:06:54,101,1623.65,4.3
txn_2934,user_1090,mech_315,Transmission Repair,2024-07-11 17:06:54,82,3583.93,3.9
txn_2935,user_1703,mech_294,Engine Repair,2025-01-12 17:06:54,51,3364.52,4.8
txn_2936,user_668,mech_74,Brake Repair,2024-07-29 17:06:54,144,3495.15,3.5
txn_2937,user_692,mech_27,Engine Repair,2024-07-13 17:06:54,31,3515.49,4.6
txn_2938,user_1202,mech_120,Battery Change,2024-08-16 17:06:54,61,3255.54,4.9
txn_2939,user_2960,mech_292,Brake Repair,2024-09-10 17:06:54,107,1691.1,4.2
txn_2940,user_1786,mech_372,Transmission Repair,2025-03-10 17:06:54,170,1032.35,3.5
txn_2941,user_2591,mech_205,Transmission Repair,2024-04-30 17:06:54,148,3638.15,3.1
txn_2942,user_1364,mech_120,Brake Repair,2024-12-09 17:06:54,115,991.5,3.7
txn_2943,user_2155,mech_420,Brake Repair,2024-09-04 17:06:54,151,4335.8,3.7
txn_2944,user_2313,mech_23,Suspension Fix,2025-02-01 17:06:54,180,4007.75,4.8
txn_2945,user_972,mech_146,Oil Change,2024-07-19 17:06:54,149,3933.01,3.0
txn_2946,user_1745,mech_384,Transmission Repair,2024-10-17 17:06:54,157,3756.49,3.1
txn_2947,user_946,mech_391,Engine Repair,2024-06-08 17:06:54,124,4271.17,3.6
txn_2948,user_53,mech_174,Wheel Alignment,2024-05-31 17:06:54,43,1401.59,4.9
txn_2949,user_271,mech_466,Engine Repair,2024-12-02 17:06:54,127,2043.36,4.2
txn_2950,user_2649,mech_44,Engine Repair,2024-03-30 17:06:54,106,1709.18,4.6
txn_2951,user_2001,mech_476,Transmission Repair,2025-02-20 17:06:54,163,3502.49,3.7
txn_2952,user_80,mech_461,Transmission Repair,2024-08-22 17:06:54,40,4100.71,4.6
txn_2953,user_2438,mech_194,Battery Change,2024-10-09 17:06:54,81,2638.67,4.9
txn_2954,user_745,mech_151,AC Service,2024-11-05 17:06:54,46,2706.13,3.6
txn_2955,user_861,mech_482,Wheel Alignment,2025-03-10 17:06:54,33,2056.66,4.9
txn_2956,user_1235,mech_387,Engine Repair,2024-08-04 17:06:54,63,2988.61,4.2
txn_2957,user_1513,mech_19,Transmission Repair,2024-03-27 17:06:54,41,2724.53,4.0
txn_2958,user_2115,mech_273,Wheel Alignment,2024-07-06 17:06:54,31,3651.88,4.8
txn_2959,user_2381,mech_389,Tire Replacement,2025-03-03 17:06:54,118,3019.55,4.9
txn_2960,user_1276,mech_133,Transmission Repair,2025-02-02 17:06:54,157,1987.39,3.4
txn_2961,user_8,mech_41,Brake Repair,2024-05-16 17:06:54,165,2666.15,4.2
txn_2962,user_1942,mech_23,AC Service,2024-08-26 17:06:54,118,823.77,4.8
txn_2963,user_213,mech_448,General Service,2025-01-01 17:06:54,103,958.74,3.4
txn_2964,user_826,mech_436,Tire Replacement,2025-02-07 17:06:54,91,1007.61,4.2
txn_2965,user_622,mech_374,Tire Replacement,2024-11-10 17:06:54,110,1955.83,4.7
txn_2966,user_1092,mech_472,Tire Replacement,2024-10-25 17:06:54,172,1525.38,3.8
txn_2967,user_2891,mech_459,Wheel Alignment,2024-05-22 17:06:54,155,787.72,3.2
txn_2968,user_1090,mech_408,Brake Repair,2024-05-10 17:06:54,166,1561.33,3.5
txn_2969,user_2909,mech_397,Tire Replacement,2024-05-18 17:06:54,80,3669.86,3.2
txn_2970,user_1944,mech_451,Engine Repair,2024-05-10 17:06:54,88,3347.16,4.2
txn_2971,user_2125,mech_253,Suspension Fix,2024-09-03 17:06:54,116,1207.96,4.8
txn_2972,user_240,mech_32,AC Service,2024-06-25 17:06:54,60,3704.34,4.6
txn_2973,user_764,mech_261,AC Service,2024-11-01 17:06:54,127,1955.85,3.0
txn_2974,user_1089,mech_350,Wheel Alignment,2024-09-07 17:06:54,134,3015.12,4.1
txn_2975,user_2471,mech_397,Transmission Repair,2024-07-08 17:06:54,158,3578.9,3.8
txn_2976,user_1880,mech_422,AC Service,2025-02-09 17:06:54,37,2146.61,4.4
txn_2977,user_2334,mech_434,Engine Repair,2024-08-27 17:06:54,86,3380.95,4.3
txn_2978,user_1366,mech_167,Transmission Repair,2024-12-19 17:06:54,36,1258.01,4.5
txn_2979,user_462,mech_127,Suspension Fix,2025-02-20 17:06:54,178,2212.11,3.9
txn_2980,user_2881,mech_335,Oil Change,2025-03-04 17:06:54,82,2468.68,4.4
txn_2981,user_251,mech_56,Wheel Alignment,2024-08-25 17:06:54,139,813.69,3.8
txn_2982,user_2218,mech_129,Brake Repair,2024-06-22 17:06:54,180,2663.0,3.2
txn_2983,user_701,mech_227,Brake Repair,2024-05-23 17:06:54,63,4748.66,4.4
txn_2984,user_2825,mech_440,Engine Repair,2024-10-25 17:06:54,114,1699.79,3.3
txn_2985,user_1665,mech_281,Wheel Alignment,2024-05-28 17:06:54,71,1081.96,4.6
txn_2986,user_2800,mech_74,Wheel Alignment,2025-01-23 17:06:54,144,2738.06,4.3
txn_2987,user_1353,mech_147,Tire Replacement,2024-08-17 17:06:54,143,1183.94,3.8
txn_2988,user_2062,mech_425,Tire Replacement,2025-02-27 17:06:54,56,4220.76,4.1
txn_2989,user_2814,mech_14,Engine Repair,2024-05-01 17:06:54,121,4851.85,3.8
txn_2990,user_861,mech_229,Engine Repair,2024-12-17 17:06:54,163,1341.4,4.1
txn_2991,user_2067,mech_47,Brake Repair,2024-11-24 17:06:54,142,904.22,4.5
txn_2992,user_2663,mech_448,Wheel Alignment,2025-01-07 17:06:54,54,2520.12,4.0
txn_2993,user_1598,mech_412,Battery Change,2024-07-26 17:06:54,35,1292.33,4.2
txn_2994,user_2832,mech_55,Wheel Alignment,2025-01-29 17:06:54,74,4333.3,3.5
txn_2995,user_2555,mech_481,Transmission Repair,2024-06-22 17:06:54,76,3160.59,3.2
txn_2996,user_1265,mech_115,Oil Change,2024-04-14 17:06:54,43,1056.87,5.0
txn_2997,user_461,mech_370,Engine Repair,2024-11-22 17:06:54,166,1973.55,4.6
txn_2998,user_2974,mech_11,Wheel Alignment,2024-07-01 17:06:54,117,3394.65,4.9
txn_2999,user_289,mech_322,General Service,2024-07-10 17:06:54,117,4959.25,3.0
txn_3000,user_1144,mech_323,Wheel Alignment,2024-10-07 17:06:54,66,4978.59,4.0
txn_3001,user_819,mech_26,Wheel Alignment,2024-12-10 17:06:54,80,4312.99,3.4
txn_3002,user_1527,mech_489,Brake Repair,2024-07-25 17:06:54,129,3079.97,3.7
txn_3003,user_925,mech_174,Tire Replacement,2025-03-20 17:06:54,90,2278.89,4.6
txn_3004,user_466,mech_340,General Service,2025-03-19 17:06:54,122,4533.84,3.2
txn_3005,user_1374,mech_81,Suspension Fix,2024-09-08 17:06:54,129,3258.68,4.3
txn_3006,user_293,mech_51,Wheel Alignment,2024-05-23 17:06:54,37,3197.02,3.6
txn_3007,user_2749,mech_218,Suspension Fix,2025-03-21 17:06:54,176,1736.64,3.9
txn_3008,user_1183,mech_69,Oil Change,2024-12-15 17:06:54,166,2631.16,3.4
txn_3009,user_2864,mech_428,Wheel Alignment,2024-06-22 17:06:54,82,2307.93,3.2
txn_3010,user_1460,mech_63,General Service,2024-06-22 17:06:54,64,2826.26,4.7
txn_3011,user_1494,mech_459,Suspension Fix,2024-05-31 17:06:54,138,2496.51,4.7
txn_3012,user_958,mech_484,Brake Repair,2024-08-19 17:06:54,153,2238.23,3.9
txn_3013,user_771,mech_396,General Service,2024-08-27 17:06:54,129,3856.45,4.8
txn_3014,user_2619,mech_270,General Service,2025-03-07 17:06:54,151,1414.79,3.6
txn_3015,user_447,mech_454,Transmission Repair,2024-08-22 17:06:54,142,1540.0,4.2
txn_3016,user_1896,mech_37,Suspension Fix,2024-10-19 17:06:54,123,1996.85,4.4
txn_3017,user_2191,mech_368,Tire Replacement,2024-05-14 17:06:54,139,1311.34,3.9
txn_3018,user_1657,mech_7,Wheel Alignment,2024-10-30 17:06:54,86,3340.15,3.3
txn_3019,user_1927,mech_451,AC Service,2024-08-10 17:06:54,80,2087.69,4.1
txn_3020,user_606,mech_487,AC Service,2024-07-18 17:06:54,55,4154.86,4.3
txn_3021,user_71,mech_98,Oil Change,2025-02-07 17:06:54,131,1249.14,3.3
txn_3022,user_1832,mech_334,General Service,2024-07-24 17:06:54,83,3579.83,3.6
txn_3023,user_667,mech_352,Brake Repair,2025-02-20 17:06:54,139,3012.78,4.1
txn_3024,user_487,mech_353,Suspension Fix,2024-06-01 17:06:54,78,3414.82,3.1
txn_3025,user_1828,mech_341,General Service,2024-08-02 17:06:54,73,4314.31,4.7
txn_3026,user_2994,mech_425,General Service,2024-11-02 17:06:54,109,4168.57,3.4
txn_3027,user_1201,mech_94,General Service,2025-01-22 17:06:54,106,3644.16,4.6
txn_3028,user_2829,mech_178,Tire Replacement,2024-06-10 17:06:54,112,657.22,4.9
txn_3029,user_2864,mech_351,AC Service,2025-03-06 17:06:54,87,3320.84,3.4
txn_3030,user_2850,mech_377,Wheel Alignment,2024-07-06 17:06:54,159,777.47,3.4
txn_3031,user_1679,mech_173,Engine Repair,2024-05-03 17:06:54,166,735.19,4.9
txn_3032,user_855,mech_164,General Service,2024-05-25 17:06:54,89,3200.7,4.3
txn_3033,user_120,mech_485,Battery Change,2025-02-21 17:06:54,132,1986.34,3.3
txn_3034,user_2604,mech_298,Tire Replacement,2024-10-30 17:06:54,101,1608.95,4.3
txn_3035,user_1548,mech_210,Transmission Repair,2024-05-20 17:06:54,31,3062.21,3.6
txn_3036,user_36,mech_333,Wheel Alignment,2024-12-06 17:06:54,55,1299.06,3.6
txn_3037,user_1547,mech_253,Tire Replacement,2024-09-17 17:06:54,155,3946.53,4.3
txn_3038,user_973,mech_407,AC Service,2024-06-02 17:06:54,144,1413.4,4.0
txn_3039,user_886,mech_234,Engine Repair,2024-12-05 17:06:54,142,3848.89,3.6
txn_3040,user_1677,mech_412,Suspension Fix,2024-12-03 17:06:54,147,4158.14,4.5
txn_3041,user_1092,mech_488,Engine Repair,2024-12-06 17:06:54,180,546.61,4.6
txn_3042,user_605,mech_129,Wheel Alignment,2024-08-23 17:06:54,124,3995.73,3.4
txn_3043,user_271,mech_66,AC Service,2024-07-01 17:06:54,170,2830.08,3.3
txn_3044,user_2228,mech_493,Wheel Alignment,2024-05-03 17:06:54,159,1350.85,3.2
txn_3045,user_2327,mech_179,Engine Repair,2024-04-30 17:06:54,57,4709.11,4.1
txn_3046,user_1035,mech_59,Suspension Fix,2024-06-10 17:06:54,48,4399.37,3.9
txn_3047,user_2807,mech_484,Engine Repair,2025-03-19 17:06:54,57,3363.14,3.9
txn_3048,user_1608,mech_46,Engine Repair,2025-01-09 17:06:54,48,1132.73,4.5
txn_3049,user_2805,mech_77,Transmission Repair,2025-01-19 17:06:54,85,2439.24,3.1
txn_3050,user_677,mech_203,AC Service,2024-05-28 17:06:54,36,3412.55,3.8
txn_3051,user_1018,mech_120,Tire Replacement,2024-04-25 17:06:54,89,518.35,4.5
txn_3052,user_1742,mech_101,Oil Change,2024-04-01 17:06:54,43,3218.27,3.1
txn_3053,user_418,mech_152,AC Service,2025-02-21 17:06:54,156,1290.14,3.9
txn_3054,user_2498,mech_25,Engine Repair,2024-07-12 17:06:54,45,1708.26,3.6
txn_3055,user_1396,mech_323,Battery Change,2024-05-27 17:06:54,102,2640.15,3.2
txn_3056,user_2021,mech_447,Brake Repair,2024-06-26 17:06:54,151,4627.52,3.2
txn_3057,user_1303,mech_430,Brake Repair,2024-04-08 17:06:54,139,4296.83,4.0
txn_3058,user_238,mech_294,Brake Repair,2024-08-29 17:06:54,110,4309.62,3.7
txn_3059,user_2855,mech_496,AC Service,2024-10-15 17:06:54,93,1934.2,3.5
txn_3060,user_1134,mech_189,Engine Repair,2024-12-30 17:06:54,114,3637.1,4.1
txn_3061,user_731,mech_398,Engine Repair,2025-03-19 17:06:54,176,2110.64,4.7
txn_3062,user_1718,mech_175,Battery Change,2025-01-18 17:06:54,160,4876.39,3.4
txn_3063,user_1553,mech_259,Suspension Fix,2024-05-31 17:06:54,105,3579.92,3.8
txn_3064,user_1120,mech_477,Suspension Fix,2024-12-29 17:06:54,172,4000.23,3.2
txn_3065,user_510,mech_147,Wheel Alignment,2024-12-08 17:06:54,116,1544.94,4.3
txn_3066,user_882,mech_357,Wheel Alignment,2025-01-30 17:06:54,103,1000.87,3.8
txn_3067,user_2045,mech_291,Engine Repair,2024-11-15 17:06:54,124,4330.31,4.5
txn_3068,user_2011,mech_382,AC Service,2024-11-08 17:06:54,66,3632.4,3.1
txn_3069,user_705,mech_201,Suspension Fix,2025-02-10 17:06:54,156,4433.6,4.8
txn_3070,user_2719,mech_315,Engine Repair,2024-04-30 17:06:54,81,3210.27,3.5
txn_3071,user_2282,mech_488,Transmission Repair,2024-04-06 17:06:54,64,3380.79,3.8
txn_3072,user_1815,mech_314,Battery Change,2024-12-29 17:06:54,164,1182.7,3.6
txn_3073,user_1837,mech_274,Brake Repair,2024-04-17 17:06:54,161,4101.91,4.4
txn_3074,user_2721,mech_183,Wheel Alignment,2024-09-19 17:06:54,34,1380.44,3.9
txn_3075,user_2346,mech_77,Tire Replacement,2024-08-31 17:06:54,172,4933.2,4.1
txn_3076,user_2324,mech_371,Transmission Repair,2025-01-23 17:06:54,179,1939.04,4.9
txn_3077,user_2104,mech_372,Transmission Repair,2024-06-21 17:06:54,99,3668.73,3.0
txn_3078,user_2746,mech_127,Engine Repair,2024-06-28 17:06:54,90,3493.78,3.2
txn_3079,user_522,mech_415,Tire Replacement,2024-06-30 17:06:54,160,2915.92,4.6
txn_3080,user_2323,mech_342,General Service,2024-11-16 17:06:54,76,2722.26,3.5
txn_3081,user_719,mech_191,Wheel Alignment,2025-01-09 17:06:54,164,3469.6,3.3
txn_3082,user_818,mech_131,Oil Change,2024-08-26 17:06:54,74,1066.64,4.7
txn_3083,user_1543,mech_405,General Service,2024-09-07 17:06:54,57,4938.86,3.9
txn_3084,user_2247,mech_486,Transmission Repair,2025-01-20 17:06:54,141,3198.22,3.5
txn_3085,user_298,mech_11,Oil Change,2025-02-01 17:06:54,108,3955.42,3.2
txn_3086,user_2736,mech_57,General Service,2024-08-20 17:06:54,51,2828.8,5.0
txn_3087,user_70,mech_429,Engine Repair,2024-04-27 17:06:54,58,4462.29,3.3
txn_3088,user_1887,mech_494,Transmission Repair,2024-06-22 17:06:54,151,1347.94,3.8
txn_3089,user_224,mech_412,Oil Change,2025-03-03 17:06:54,44,2340.06,3.0
txn_3090,user_85,mech_475,Brake Repair,2024-05-04 17:06:54,82,4716.26,3.9
txn_3091,user_825,mech_125,Brake Repair,2025-01-19 17:06:54,79,2669.78,4.6
txn_3092,user_2557,mech_424,Tire Replacement,2024-12-09 17:06:54,33,4896.59,4.1
txn_3093,user_2487,mech_259,Wheel Alignment,2024-12-16 17:06:54,74,935.93,3.1
txn_3094,user_2172,mech_142,Oil Change,2025-02-09 17:06:54,126,3425.6,3.1
txn_3095,user_2276,mech_205,Brake Repair,2025-03-06 17:06:54,151,3359.18,4.3
txn_3096,user_537,mech_109,Wheel Alignment,2024-12-17 17:06:54,86,1947.26,3.6
txn_3097,user_1336,mech_342,Transmission Repair,2024-09-05 17:06:54,48,2340.41,3.3
txn_3098,user_91,mech_152,Brake Repair,2024-03-28 17:06:54,179,4703.8,3.5
txn_3099,user_1617,mech_327,Engine Repair,2024-09-03 17:06:54,139,4071.19,3.7
txn_3100,user_2049,mech_85,Transmission Repair,2025-01-11 17:06:54,71,4006.52,3.6
txn_3101,user_1874,mech_491,Engine Repair,2024-08-27 17:06:54,63,4336.44,4.3
txn_3102,user_2340,mech_127,Battery Change,2025-01-12 17:06:54,51,1211.89,4.7
txn_3103,user_2217,mech_107,Engine Repair,2025-03-05 17:06:54,61,1600.08,3.1
txn_3104,user_71,mech_125,Oil Change,2024-06-25 17:06:54,43,4157.2,3.8
txn_3105,user_1238,mech_182,Tire Replacement,2024-10-07 17:06:54,123,3586.56,4.8
txn_3106,user_1721,mech_229,General Service,2024-12-26 17:06:54,106,4971.27,3.1
txn_3107,user_1145,mech_286,Wheel Alignment,2025-02-11 17:06:54,82,2396.34,3.4
txn_3108,user_2940,mech_316,Oil Change,2024-04-30 17:06:54,134,3776.62,3.0
txn_3109,user_1050,mech_81,Engine Repair,2024-10-03 17:06:54,177,3055.74,3.3
txn_3110,user_1469,mech_323,Transmission Repair,2025-01-08 17:06:54,62,3301.62,3.4
txn_3111,user_883,mech_349,Battery Change,2025-02-21 17:06:54,35,1255.56,3.4
txn_3112,user_1361,mech_490,Wheel Alignment,2025-02-11 17:06:54,69,1717.35,4.5
txn_3113,user_773,mech_487,Battery Change,2024-05-21 17:06:54,36,4231.23,3.9
txn_3114,user_1340,mech_164,Wheel Alignment,2024-05-05 17:06:54,38,858.01,4.2
txn_3115,user_2399,mech_373,General Service,2024-09-03 17:06:54,56,4885.41,3.2
txn_3116,user_353,mech_115,AC Service,2024-12-25 17:06:54,180,3920.74,4.3
txn_3117,user_2485,mech_352,Oil Change,2024-05-01 17:06:54,102,878.86,4.5
txn_3118,user_135,mech_146,Wheel Alignment,2025-01-27 17:06:54,71,2127.73,4.7
txn_3119,user_1793,mech_472,Tire Replacement,2024-12-27 17:06:54,109,3765.91,4.9
txn_3120,user_321,mech_417,Tire Replacement,2024-11-12 17:06:54,58,1742.75,3.7
txn_3121,user_579,mech_15,Transmission Repair,2025-01-25 17:06:54,132,1916.22,3.2
txn_3122,user_1399,mech_206,Suspension Fix,2024-10-20 17:06:54,117,4281.06,4.9
txn_3123,user_323,mech_438,Transmission Repair,2024-04-30 17:06:54,99,3893.97,3.4
txn_3124,user_2447,mech_172,Engine Repair,2025-01-03 17:06:54,175,661.13,3.8
txn_3125,user_2580,mech_6,Engine Repair,2024-03-24 17:06:54,168,1910.38,3.3
txn_3126,user_2653,mech_257,General Service,2025-02-09 17:06:54,32,4884.89,4.6
txn_3127,user_1993,mech_349,General Service,2024-03-29 17:06:54,80,4147.69,3.9
txn_3128,user_2987,mech_440,AC Service,2024-09-28 17:06:54,167,1096.78,3.2
txn_3129,user_916,mech_281,Tire Replacement,2024-09-25 17:06:54,108,1480.71,4.5
txn_3130,user_828,mech_104,Tire Replacement,2024-05-17 17:06:54,180,4646.71,3.2
txn_3131,user_2102,mech_397,General Service,2024-09-12 17:06:54,31,4414.09,4.7
txn_3132,user_1526,mech_187,Wheel Alignment,2024-04-18 17:06:54,169,4706.05,3.0
txn_3133,user_927,mech_143,Tire Replacement,2024-08-27 17:06:54,59,3809.23,4.7
txn_3134,user_234,mech_164,Suspension Fix,2024-09-01 17:06:54,33,1770.64,4.2
txn_3135,user_440,mech_190,Transmission Repair,2024-06-25 17:06:54,157,4185.68,4.8
txn_3136,user_996,mech_120,AC Service,2024-11-22 17:06:54,96,1371.06,4.4
txn_3137,user_1989,mech_229,Suspension Fix,2024-11-01 17:06:54,58,1861.11,4.9
txn_3138,user_1071,mech_297,Suspension Fix,2024-10-02 17:06:54,31,3250.56,4.8
txn_3139,user_2556,mech_308,Engine Repair,2025-03-05 17:06:54,43,4495.45,3.0
txn_3140,user_1506,mech_216,Brake Repair,2024-11-28 17:06:54,45,4294.34,3.0
txn_3141,user_1889,mech_41,Engine Repair,2024-07-13 17:06:54,57,2549.44,4.6
txn_3142,user_2961,mech_383,Suspension Fix,2024-11-19 17:06:54,109,2422.78,3.0
txn_3143,user_1550,mech_195,AC Service,2024-09-21 17:06:54,172,1526.26,4.8
txn_3144,user_1115,mech_353,Wheel Alignment,2024-04-18 17:06:54,80,4986.63,4.4
txn_3145,user_1147,mech_145,Brake Repair,2024-04-10 17:06:54,109,4160.04,4.5
